"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"45-54 years"	"45-54"	"Iowa"	"19"	"Female"	"F"	16	179900	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"Iowa"	"19"	"Male"	"M"	65	182609	35.595
	"2019"	"2019"	"45-54 years"	"45-54"	"Kansas"	"20"	"Female"	"F"	21	163884	12.814
	"2019"	"2019"	"45-54 years"	"45-54"	"Kansas"	"20"	"Male"	"M"	45	164077	27.426
	"2019"	"2019"	"45-54 years"	"45-54"	"Kentucky"	"21"	"Female"	"F"	41	284729	14.400
	"2019"	"2019"	"45-54 years"	"45-54"	"Kentucky"	"21"	"Male"	"M"	78	278933	27.964
	"2019"	"2019"	"45-54 years"	"45-54"	"Louisiana"	"22"	"Female"	"F"	32	281567	11.365
	"2019"	"2019"	"45-54 years"	"45-54"	"Louisiana"	"22"	"Male"	"M"	98	266781	36.734
	"2019"	"2019"	"45-54 years"	"45-54"	"Maine"	"23"	"Female"	"F"	17	89291	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"Maine"	"23"	"Male"	"M"	42	85439	49.158
	"2019"	"2019"	"45-54 years"	"45-54"	"Maryland"	"24"	"Female"	"F"	30	413498	7.255
	"2019"	"2019"	"45-54 years"	"45-54"	"Maryland"	"24"	"Male"	"M"	81	381969	21.206
	"2019"	"2019"	"45-54 years"	"45-54"	"Massachusetts"	"25"	"Female"	"F"	37	460435	8.036
	"2019"	"2019"	"45-54 years"	"45-54"	"Massachusetts"	"25"	"Male"	"M"	85	433198	19.622
	"2019"	"2019"	"45-54 years"	"45-54"	"Michigan"	"26"	"Female"	"F"	66	635638	10.383
	"2019"	"2019"	"45-54 years"	"45-54"	"Michigan"	"26"	"Male"	"M"	197	619041	31.823
	"2019"	"2019"	"45-54 years"	"45-54"	"Minnesota"	"27"	"Female"	"F"	32	334810	9.558
	"2019"	"2019"	"45-54 years"	"45-54"	"Minnesota"	"27"	"Male"	"M"	112	338551	33.082
	"2019"	"2019"	"45-54 years"	"45-54"	"Mississippi"	"28"	"Female"	"F"	18	187697	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"Mississippi"	"28"	"Male"	"M"	38	174343	21.796
	"2019"	"2019"	"45-54 years"	"45-54"	"Missouri"	"29"	"Female"	"F"	42	371755	11.298
	"2019"	"2019"	"45-54 years"	"45-54"	"Missouri"	"29"	"Male"	"M"	147	361189	40.699
	"2019"	"2019"	"45-54 years"	"45-54"	"Montana"	"30"	"Female"	"F"	10	58447	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"Montana"	"30"	"Male"	"M"	30	59353	50.545
	"2019"	"2019"	"45-54 years"	"45-54"	"Nebraska"	"31"	"Female"	"F"	16	106547	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"Nebraska"	"31"	"Male"	"M"	40	109261	36.610
	"2019"	"2019"	"45-54 years"	"45-54"	"Nevada"	"32"	"Female"	"F"	29	194914	14.878
	"2019"	"2019"	"45-54 years"	"45-54"	"Nevada"	"32"	"Male"	"M"	77	199314	38.633
	"2019"	"2019"	"45-54 years"	"45-54"	"New Hampshire"	"33"	"Female"	"F"	13	92610	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"New Hampshire"	"33"	"Male"	"M"	30	90663	33.090
	"2019"	"2019"	"45-54 years"	"45-54"	"New Jersey"	"34"	"Female"	"F"	39	614322	6.348
	"2019"	"2019"	"45-54 years"	"45-54"	"New Jersey"	"34"	"Male"	"M"	102	586501	17.391
	"2019"	"2019"	"45-54 years"	"45-54"	"New Mexico"	"35"	"Female"	"F"	24	119903	20.016
	"2019"	"2019"	"45-54 years"	"45-54"	"New Mexico"	"35"	"Male"	"M"	48	115753	41.468
	"2019"	"2019"	"45-54 years"	"45-54"	"New York"	"36"	"Female"	"F"	74	1270542	5.824
	"2019"	"2019"	"45-54 years"	"45-54"	"New York"	"36"	"Male"	"M"	221	1201262	18.397
	"2019"	"2019"	"45-54 years"	"45-54"	"North Carolina"	"37"	"Female"	"F"	73	699397	10.438
	"2019"	"2019"	"45-54 years"	"45-54"	"North Carolina"	"37"	"Male"	"M"	163	664670	24.523
	"2019"	"2019"	"45-54 years"	"45-54"	"North Dakota"	"38"	"Male"	"M"	19	40304	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"Ohio"	"39"	"Female"	"F"	79	732309	10.788
	"2019"	"2019"	"45-54 years"	"45-54"	"Ohio"	"39"	"Male"	"M"	224	715272	31.317
	"2019"	"2019"	"45-54 years"	"45-54"	"Oklahoma"	"40"	"Female"	"F"	21	227691	9.223
	"2019"	"2019"	"45-54 years"	"45-54"	"Oklahoma"	"40"	"Male"	"M"	103	225845	45.607
	"2019"	"2019"	"45-54 years"	"45-54"	"Oregon"	"41"	"Female"	"F"	49	253620	19.320
	"2019"	"2019"	"45-54 years"	"45-54"	"Oregon"	"41"	"Male"	"M"	117	256507	45.613
	"2019"	"2019"	"45-54 years"	"45-54"	"Pennsylvania"	"42"	"Female"	"F"	93	811617	11.459
	"2019"	"2019"	"45-54 years"	"45-54"	"Pennsylvania"	"42"	"Male"	"M"	252	792480	31.799
	"2019"	"2019"	"45-54 years"	"45-54"	"Rhode Island"	"44"	"Male"	"M"	23	65511	35.109
	"2019"	"2019"	"45-54 years"	"45-54"	"South Carolina"	"45"	"Female"	"F"	45	331845	13.561
	"2019"	"2019"	"45-54 years"	"45-54"	"South Carolina"	"45"	"Male"	"M"	99	308762	32.064
	"2019"	"2019"	"45-54 years"	"45-54"	"South Dakota"	"46"	"Male"	"M"	23	48303	47.616
	"2019"	"2019"	"45-54 years"	"45-54"	"Tennessee"	"47"	"Female"	"F"	59	444374	13.277
	"2019"	"2019"	"45-54 years"	"45-54"	"Tennessee"	"47"	"Male"	"M"	143	426905	33.497
	"2019"	"2019"	"45-54 years"	"45-54"	"Texas"	"48"	"Female"	"F"	155	1791308	8.653
	"2019"	"2019"	"45-54 years"	"45-54"	"Texas"	"48"	"Male"	"M"	462	1762790	26.208
	"2019"	"2019"	"45-54 years"	"45-54"	"Utah"	"49"	"Female"	"F"	24	161996	14.815
	"2019"	"2019"	"45-54 years"	"45-54"	"Utah"	"49"	"Male"	"M"	68	166434	40.857
	"2019"	"2019"	"45-54 years"	"45-54"	"Vermont"	"50"	"Male"	"M"	11	38510	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"Virginia"	"51"	"Female"	"F"	56	559957	10.001
	"2019"	"2019"	"45-54 years"	"45-54"	"Virginia"	"51"	"Male"	"M"	129	540317	23.875
	"2019"	"2019"	"45-54 years"	"45-54"	"Washington"	"53"	"Female"	"F"	52	459316	11.321
	"2019"	"2019"	"45-54 years"	"45-54"	"Washington"	"53"	"Male"	"M"	171	464461	36.817
	"2019"	"2019"	"45-54 years"	"45-54"	"West Virginia"	"54"	"Female"	"F"	13	114241	Unreliable
	"2019"	"2019"	"45-54 years"	"45-54"	"West Virginia"	"54"	"Male"	"M"	31	115010	26.954
	"2019"	"2019"	"45-54 years"	"45-54"	"Wisconsin"	"55"	"Female"	"F"	42	356522	11.780
	"2019"	"2019"	"45-54 years"	"45-54"	"Wisconsin"	"55"	"Male"	"M"	103	358687	28.716
	"2019"	"2019"	"45-54 years"	"45-54"	"Wyoming"	"56"	"Male"	"M"	24	32804	73.162
	"2019"	"2019"	"55-64 years"	"55-64"	"Alabama"	"01"	"Female"	"F"	36	344792	10.441
	"2019"	"2019"	"55-64 years"	"55-64"	"Alabama"	"01"	"Male"	"M"	83	312875	26.528
	"2019"	"2019"	"55-64 years"	"55-64"	"Alaska"	"02"	"Male"	"M"	20	48070	41.606
	"2019"	"2019"	"55-64 years"	"55-64"	"Arizona"	"04"	"Female"	"F"	57	460049	12.390
	"2019"	"2019"	"55-64 years"	"55-64"	"Arizona"	"04"	"Male"	"M"	169	420745	40.167
	"2019"	"2019"	"55-64 years"	"55-64"	"Arkansas"	"05"	"Female"	"F"	15	200176	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"Arkansas"	"05"	"Male"	"M"	79	185818	42.515
	"2019"	"2019"	"55-64 years"	"55-64"	"California"	"06"	"Female"	"F"	200	2455116	8.146
	"2019"	"2019"	"55-64 years"	"55-64"	"California"	"06"	"Male"	"M"	612	2331519	26.249
	"2019"	"2019"	"55-64 years"	"55-64"	"Colorado"	"08"	"Female"	"F"	61	365065	16.709
	"2019"	"2019"	"55-64 years"	"55-64"	"Colorado"	"08"	"Male"	"M"	146	347948	41.960
	"2019"	"2019"	"55-64 years"	"55-64"	"Connecticut"	"09"	"Female"	"F"	23	265580	8.660
	"2019"	"2019"	"55-64 years"	"55-64"	"Connecticut"	"09"	"Male"	"M"	68	247875	27.433
	"2019"	"2019"	"55-64 years"	"55-64"	"Delaware"	"10"	"Male"	"M"	17	64598	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"Florida"	"12"	"Female"	"F"	189	1523362	12.407
	"2019"	"2019"	"55-64 years"	"55-64"	"Florida"	"12"	"Male"	"M"	542	1374993	39.418
	"2019"	"2019"	"55-64 years"	"55-64"	"Georgia"	"13"	"Female"	"F"	56	685205	8.173
	"2019"	"2019"	"55-64 years"	"55-64"	"Georgia"	"13"	"Male"	"M"	177	622328	28.442
	"2019"	"2019"	"55-64 years"	"55-64"	"Hawaii"	"15"	"Male"	"M"	19	87900	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"Idaho"	"16"	"Female"	"F"	13	111991	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"Idaho"	"16"	"Male"	"M"	41	106369	38.545
	"2019"	"2019"	"55-64 years"	"55-64"	"Illinois"	"17"	"Female"	"F"	65	854099	7.610
	"2019"	"2019"	"55-64 years"	"55-64"	"Illinois"	"17"	"Male"	"M"	196	804184	24.373
	"2019"	"2019"	"55-64 years"	"55-64"	"Indiana"	"18"	"Female"	"F"	35	449163	7.792
	"2019"	"2019"	"55-64 years"	"55-64"	"Indiana"	"18"	"Male"	"M"	120	425919	28.174
	"2019"	"2019"	"55-64 years"	"55-64"	"Iowa"	"19"	"Female"	"F"	20	210481	9.502
	"2019"	"2019"	"55-64 years"	"55-64"	"Iowa"	"19"	"Male"	"M"	72	205215	35.085
	"2019"	"2019"	"55-64 years"	"55-64"	"Kansas"	"20"	"Female"	"F"	16	190103	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"Kansas"	"20"	"Male"	"M"	50	181402	27.563
	"2019"	"2019"	"55-64 years"	"55-64"	"Kentucky"	"21"	"Female"	"F"	26	310463	8.375
	"2019"	"2019"	"55-64 years"	"55-64"	"Kentucky"	"21"	"Male"	"M"	116	287826	40.302
	"2019"	"2019"	"55-64 years"	"55-64"	"Louisiana"	"22"	"Female"	"F"	31	316073	9.808
	"2019"	"2019"	"55-64 years"	"55-64"	"Louisiana"	"22"	"Male"	"M"	90	288597	31.185
	"2019"	"2019"	"55-64 years"	"55-64"	"Maine"	"23"	"Male"	"M"	33	102201	32.289
	"2019"	"2019"	"55-64 years"	"55-64"	"Maryland"	"24"	"Female"	"F"	25	429758	5.817
	"2019"	"2019"	"55-64 years"	"55-64"	"Maryland"	"24"	"Male"	"M"	101	388761	25.980
	"2019"	"2019"	"55-64 years"	"55-64"	"Massachusetts"	"25"	"Female"	"F"	40	489790	8.167
	"2019"	"2019"	"55-64 years"	"55-64"	"Massachusetts"	"25"	"Male"	"M"	117	453400	25.805
	"2019"	"2019"	"55-64 years"	"55-64"	"Michigan"	"26"	"Female"	"F"	62	719320	8.619
	"2019"	"2019"	"55-64 years"	"55-64"	"Michigan"	"26"	"Male"	"M"	204	680215	29.991
	"2019"	"2019"	"55-64 years"	"55-64"	"Minnesota"	"27"	"Female"	"F"	35	381781	9.168
	"2019"	"2019"	"55-64 years"	"55-64"	"Minnesota"	"27"	"Male"	"M"	123	374640	32.832
	"2019"	"2019"	"55-64 years"	"55-64"	"Mississippi"	"28"	"Female"	"F"	20	202711	9.866
	"2019"	"2019"	"55-64 years"	"55-64"	"Mississippi"	"28"	"Male"	"M"	61	183200	33.297
	"2019"	"2019"	"55-64 years"	"55-64"	"Missouri"	"29"	"Female"	"F"	39	428750	9.096
	"2019"	"2019"	"55-64 years"	"55-64"	"Missouri"	"29"	"Male"	"M"	166	401982	41.295
	"2019"	"2019"	"55-64 years"	"55-64"	"Montana"	"30"	"Female"	"F"	20	76993	25.976
	"2019"	"2019"	"55-64 years"	"55-64"	"Montana"	"30"	"Male"	"M"	24	73015	32.870
	"2019"	"2019"	"55-64 years"	"55-64"	"Nebraska"	"31"	"Female"	"F"	11	122534	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"Nebraska"	"31"	"Male"	"M"	46	119759	38.410
	"2019"	"2019"	"55-64 years"	"55-64"	"Nevada"	"32"	"Female"	"F"	25	194054	12.883
	"2019"	"2019"	"55-64 years"	"55-64"	"Nevada"	"32"	"Male"	"M"	81	189422	42.762
	"2019"	"2019"	"55-64 years"	"55-64"	"New Hampshire"	"33"	"Female"	"F"	11	109277	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"New Hampshire"	"33"	"Male"	"M"	36	105037	34.274
	"2019"	"2019"	"55-64 years"	"55-64"	"New Jersey"	"34"	"Female"	"F"	50	633286	7.895
	"2019"	"2019"	"55-64 years"	"55-64"	"New Jersey"	"34"	"Male"	"M"	124	590363	21.004
	"2019"	"2019"	"55-64 years"	"55-64"	"New Mexico"	"35"	"Female"	"F"	14	142663	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"New Mexico"	"35"	"Male"	"M"	64	130258	49.133
	"2019"	"2019"	"55-64 years"	"55-64"	"New York"	"36"	"Female"	"F"	67	1353034	4.952
	"2019"	"2019"	"55-64 years"	"55-64"	"New York"	"36"	"Male"	"M"	261	1244122	20.979
	"2019"	"2019"	"55-64 years"	"55-64"	"North Carolina"	"37"	"Female"	"F"	51	715387	7.129
	"2019"	"2019"	"55-64 years"	"55-64"	"North Carolina"	"37"	"Male"	"M"	165	646738	25.513
	"2019"	"2019"	"55-64 years"	"55-64"	"North Dakota"	"38"	"Male"	"M"	21	47408	44.296
	"2019"	"2019"	"55-64 years"	"55-64"	"Ohio"	"39"	"Female"	"F"	55	828154	6.641
	"2019"	"2019"	"55-64 years"	"55-64"	"Ohio"	"39"	"Male"	"M"	241	776529	31.036
	"2019"	"2019"	"55-64 years"	"55-64"	"Oklahoma"	"40"	"Female"	"F"	31	255142	12.150
	"2019"	"2019"	"55-64 years"	"55-64"	"Oklahoma"	"40"	"Male"	"M"	102	238552	42.758
	"2019"	"2019"	"55-64 years"	"55-64"	"Oregon"	"41"	"Female"	"F"	43	279529	15.383
	"2019"	"2019"	"55-64 years"	"55-64"	"Oregon"	"41"	"Male"	"M"	95	259421	36.620
	"2019"	"2019"	"55-64 years"	"55-64"	"Pennsylvania"	"42"	"Female"	"F"	63	930064	6.774
	"2019"	"2019"	"55-64 years"	"55-64"	"Pennsylvania"	"42"	"Male"	"M"	280	874819	32.007
	"2019"	"2019"	"55-64 years"	"55-64"	"Rhode Island"	"44"	"Male"	"M"	22	71376	30.823
	"2019"	"2019"	"55-64 years"	"55-64"	"South Carolina"	"45"	"Female"	"F"	33	365807	9.021
	"2019"	"2019"	"55-64 years"	"55-64"	"South Carolina"	"45"	"Male"	"M"	103	323337	31.855
	"2019"	"2019"	"55-64 years"	"55-64"	"South Dakota"	"46"	"Male"	"M"	19	58485	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"Tennessee"	"47"	"Female"	"F"	49	468458	10.460
	"2019"	"2019"	"55-64 years"	"55-64"	"Tennessee"	"47"	"Male"	"M"	152	426239	35.661
	"2019"	"2019"	"55-64 years"	"55-64"	"Texas"	"48"	"Female"	"F"	147	1683677	8.731
	"2019"	"2019"	"55-64 years"	"55-64"	"Texas"	"48"	"Male"	"M"	439	1591565	27.583
	"2019"	"2019"	"55-64 years"	"55-64"	"Utah"	"49"	"Female"	"F"	25	154550	16.176
	"2019"	"2019"	"55-64 years"	"55-64"	"Utah"	"49"	"Male"	"M"	67	148584	45.092
	"2019"	"2019"	"55-64 years"	"55-64"	"Vermont"	"50"	"Male"	"M"	17	46408	Unreliable
	"2019"	"2019"	"55-64 years"	"55-64"	"Virginia"	"51"	"Female"	"F"	44	577784	7.615
	"2019"	"2019"	"55-64 years"	"55-64"	"Virginia"	"51"	"Male"	"M"	147	536633	27.393
	"2019"	"2019"	"55-64 years"	"55-64"	"Washington"	"53"	"Female"	"F"	52	489966	10.613
	"2019"	"2019"	"55-64 years"	"55-64"	"Washington"	"53"	"Male"	"M"	172	469642	36.624
	"2019"	"2019"	"55-64 years"	"55-64"	"West Virginia"	"54"	"Male"	"M"	40	123655	32.348
	"2019"	"2019"	"55-64 years"	"55-64"	"Wisconsin"	"55"	"Female"	"F"	30	416577	7.202
	"2019"	"2019"	"55-64 years"	"55-64"	"Wisconsin"	"55"	"Male"	"M"	125	406441	30.755
	"2019"	"2019"	"55-64 years"	"55-64"	"Wyoming"	"56"	"Male"	"M"	22	39311	55.964
	"2019"	"2019"	"65-74 years"	"65-74"	"Alabama"	"01"	"Female"	"F"	13	270914	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Alabama"	"01"	"Male"	"M"	71	230533	30.798
	"2019"	"2019"	"65-74 years"	"65-74"	"Arizona"	"04"	"Female"	"F"	42	401078	10.472
	"2019"	"2019"	"65-74 years"	"65-74"	"Arizona"	"04"	"Male"	"M"	114	350621	32.514
	"2019"	"2019"	"65-74 years"	"65-74"	"Arkansas"	"05"	"Male"	"M"	36	141075	25.518
	"2019"	"2019"	"65-74 years"	"65-74"	"California"	"06"	"Female"	"F"	96	1809935	5.304
	"2019"	"2019"	"65-74 years"	"65-74"	"California"	"06"	"Male"	"M"	369	1576735	23.403
	"2019"	"2019"	"65-74 years"	"65-74"	"Colorado"	"08"	"Female"	"F"	19	272545	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Colorado"	"08"	"Male"	"M"	84	249586	33.656
	"2019"	"2019"	"65-74 years"	"65-74"	"Connecticut"	"09"	"Male"	"M"	33	164220	20.095
	"2019"	"2019"	"65-74 years"	"65-74"	"Florida"	"12"	"Female"	"F"	95	1328810	7.149
	"2019"	"2019"	"65-74 years"	"65-74"	"Florida"	"12"	"Male"	"M"	357	1136559	31.411
	"2019"	"2019"	"65-74 years"	"65-74"	"Georgia"	"13"	"Female"	"F"	21	505050	4.158
	"2019"	"2019"	"65-74 years"	"65-74"	"Georgia"	"13"	"Male"	"M"	139	420951	33.020
	"2019"	"2019"	"65-74 years"	"65-74"	"Hawaii"	"15"	"Male"	"M"	21	73178	28.697
	"2019"	"2019"	"65-74 years"	"65-74"	"Idaho"	"16"	"Male"	"M"	32	85990	37.214
	"2019"	"2019"	"65-74 years"	"65-74"	"Illinois"	"17"	"Female"	"F"	32	628221	5.094
	"2019"	"2019"	"65-74 years"	"65-74"	"Illinois"	"17"	"Male"	"M"	120	547812	21.905
	"2019"	"2019"	"65-74 years"	"65-74"	"Indiana"	"18"	"Female"	"F"	14	337651	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Indiana"	"18"	"Male"	"M"	86	299086	28.754
	"2019"	"2019"	"65-74 years"	"65-74"	"Iowa"	"19"	"Male"	"M"	36	150259	23.959
	"2019"	"2019"	"65-74 years"	"65-74"	"Kansas"	"20"	"Male"	"M"	41	130193	31.492
	"2019"	"2019"	"65-74 years"	"65-74"	"Kentucky"	"21"	"Male"	"M"	77	209655	36.727
	"2019"	"2019"	"65-74 years"	"65-74"	"Louisiana"	"22"	"Female"	"F"	12	237804	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Louisiana"	"22"	"Male"	"M"	55	204730	26.865
	"2019"	"2019"	"65-74 years"	"65-74"	"Maine"	"23"	"Male"	"M"	34	80965	41.993
	"2019"	"2019"	"65-74 years"	"65-74"	"Maryland"	"24"	"Female"	"F"	14	306408	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Maryland"	"24"	"Male"	"M"	54	255174	21.162
	"2019"	"2019"	"65-74 years"	"65-74"	"Massachusetts"	"25"	"Female"	"F"	10	361834	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Massachusetts"	"25"	"Male"	"M"	51	311471	16.374
	"2019"	"2019"	"65-74 years"	"65-74"	"Michigan"	"26"	"Female"	"F"	19	547810	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Michigan"	"26"	"Male"	"M"	116	489770	23.685
	"2019"	"2019"	"65-74 years"	"65-74"	"Minnesota"	"27"	"Female"	"F"	17	275220	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Minnesota"	"27"	"Male"	"M"	56	255839	21.889
	"2019"	"2019"	"65-74 years"	"65-74"	"Mississippi"	"28"	"Male"	"M"	32	133062	24.049
	"2019"	"2019"	"65-74 years"	"65-74"	"Missouri"	"29"	"Female"	"F"	23	325644	7.063
	"2019"	"2019"	"65-74 years"	"65-74"	"Missouri"	"29"	"Male"	"M"	73	284521	25.657
	"2019"	"2019"	"65-74 years"	"65-74"	"Montana"	"30"	"Male"	"M"	29	61953	46.810
	"2019"	"2019"	"65-74 years"	"65-74"	"Nebraska"	"31"	"Male"	"M"	25	85495	29.241
	"2019"	"2019"	"65-74 years"	"65-74"	"Nevada"	"32"	"Female"	"F"	16	158621	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Nevada"	"32"	"Male"	"M"	65	144742	44.907
	"2019"	"2019"	"65-74 years"	"65-74"	"New Hampshire"	"33"	"Male"	"M"	25	73641	33.948
	"2019"	"2019"	"65-74 years"	"65-74"	"New Jersey"	"34"	"Female"	"F"	20	449468	4.450
	"2019"	"2019"	"65-74 years"	"65-74"	"New Jersey"	"34"	"Male"	"M"	54	383398	14.085
	"2019"	"2019"	"65-74 years"	"65-74"	"New Mexico"	"35"	"Female"	"F"	10	119057	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"New Mexico"	"35"	"Male"	"M"	40	105426	37.941
	"2019"	"2019"	"65-74 years"	"65-74"	"New York"	"36"	"Female"	"F"	43	1004677	4.280
	"2019"	"2019"	"65-74 years"	"65-74"	"New York"	"36"	"Male"	"M"	126	855245	14.733
	"2019"	"2019"	"65-74 years"	"65-74"	"North Carolina"	"37"	"Female"	"F"	30	567132	5.290
	"2019"	"2019"	"65-74 years"	"65-74"	"North Carolina"	"37"	"Male"	"M"	118	479376	24.615
	"2019"	"2019"	"65-74 years"	"65-74"	"Ohio"	"39"	"Female"	"F"	29	632609	4.584
	"2019"	"2019"	"65-74 years"	"65-74"	"Ohio"	"39"	"Male"	"M"	151	556634	27.127
	"2019"	"2019"	"65-74 years"	"65-74"	"Oklahoma"	"40"	"Female"	"F"	16	195854	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Oklahoma"	"40"	"Male"	"M"	68	172196	39.490
	"2019"	"2019"	"65-74 years"	"65-74"	"Oregon"	"41"	"Female"	"F"	29	244571	11.857
	"2019"	"2019"	"65-74 years"	"65-74"	"Oregon"	"41"	"Male"	"M"	81	220027	36.814
	"2019"	"2019"	"65-74 years"	"65-74"	"Pennsylvania"	"42"	"Female"	"F"	46	718132	6.406
	"2019"	"2019"	"65-74 years"	"65-74"	"Pennsylvania"	"42"	"Male"	"M"	169	635961	26.574
	"2019"	"2019"	"65-74 years"	"65-74"	"South Carolina"	"45"	"Female"	"F"	22	308489	7.132
	"2019"	"2019"	"65-74 years"	"65-74"	"South Carolina"	"45"	"Male"	"M"	64	262111	24.417
	"2019"	"2019"	"65-74 years"	"65-74"	"South Dakota"	"46"	"Male"	"M"	15	44559	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Tennessee"	"47"	"Female"	"F"	29	365024	7.945
	"2019"	"2019"	"65-74 years"	"65-74"	"Tennessee"	"47"	"Male"	"M"	117	316372	36.982
	"2019"	"2019"	"65-74 years"	"65-74"	"Texas"	"48"	"Female"	"F"	82	1198057	6.844
	"2019"	"2019"	"65-74 years"	"65-74"	"Texas"	"48"	"Male"	"M"	278	1046971	26.553
	"2019"	"2019"	"65-74 years"	"65-74"	"Utah"	"49"	"Male"	"M"	24	105244	22.804
	"2019"	"2019"	"65-74 years"	"65-74"	"Vermont"	"50"	"Male"	"M"	14	36227	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Virginia"	"51"	"Female"	"F"	22	429939	5.117
	"2019"	"2019"	"65-74 years"	"65-74"	"Virginia"	"51"	"Male"	"M"	79	372352	21.216
	"2019"	"2019"	"65-74 years"	"65-74"	"Washington"	"53"	"Female"	"F"	34	387277	8.779
	"2019"	"2019"	"65-74 years"	"65-74"	"Washington"	"53"	"Male"	"M"	105	348247	30.151
	"2019"	"2019"	"65-74 years"	"65-74"	"West Virginia"	"54"	"Female"	"F"	10	113196	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"West Virginia"	"54"	"Male"	"M"	23	104127	22.088
	"2019"	"2019"	"65-74 years"	"65-74"	"Wisconsin"	"55"	"Female"	"F"	17	306271	Unreliable
	"2019"	"2019"	"65-74 years"	"65-74"	"Wisconsin"	"55"	"Male"	"M"	79	288477	27.385
	"2019"	"2019"	"65-74 years"	"65-74"	"Wyoming"	"56"	"Male"	"M"	13	30619	Unreliable
	"2019"	"2019"	"75-84 years"	"75-84"	"Alabama"	"01"	"Male"	"M"	47	109296	43.002
	"2019"	"2019"	"75-84 years"	"75-84"	"Arizona"	"04"	"Female"	"F"	22	220061	9.997
	"2019"	"2019"	"75-84 years"	"75-84"	"Arizona"	"04"	"Male"	"M"	103	191136	53.888
	"2019"	"2019"	"75-84 years"	"75-84"	"Arkansas"	"05"	"Male"	"M"	31	70905	43.720
	"2019"	"2019"	"75-84 years"	"75-84"	"California"	"06"	"Female"	"F"	43	956230	4.497
	"2019"	"2019"	"75-84 years"	"75-84"	"California"	"06"	"Male"	"M"	258	745369	34.614
	"2019"	"2019"	"75-84 years"	"75-84"	"Colorado"	"08"	"Female"	"F"	18	126520	Unreliable
	"2019"	"2019"	"75-84 years"	"75-84"	"Colorado"	"08"	"Male"	"M"	51	103840	49.114
	"2019"	"2019"	"75-84 years"	"75-84"	"Connecticut"	"09"	"Male"	"M"	25	80408	31.091
	"2019"	"2019"	"75-84 years"	"75-84"	"Florida"	"12"	"Female"	"F"	50	792273	6.311
	"2019"	"2019"	"75-84 years"	"75-84"	"Florida"	"12"	"Male"	"M"	261	658241	39.651
	"2019"	"2019"	"75-84 years"	"75-84"	"Georgia"	"13"	"Female"	"F"	16	250876	Unreliable
	"2019"	"2019"	"75-84 years"	"75-84"	"Georgia"	"13"	"Male"	"M"	69	189008	36.506
	"2019"	"2019"	"75-84 years"	"75-84"	"Hawaii"	"15"	"Male"	"M"	11	33445	Unreliable
	"2019"	"2019"	"75-84 years"	"75-84"	"Idaho"	"16"	"Male"	"M"	30	40087	74.837
	"2019"	"2019"	"75-84 years"	"75-84"	"Illinois"	"17"	"Male"	"M"	71	256264	27.706
	"2019"	"2019"	"75-84 years"	"75-84"	"Indiana"	"18"	"Male"	"M"	52	136769	38.020
	"2019"	"2019"	"75-84 years"	"75-84"	"Iowa"	"19"	"Male"	"M"	27	71589	37.715
	"2019"	"2019"	"75-84 years"	"75-84"	"Kansas"	"20"	"Male"	"M"	20	60506	33.055
	"2019"	"2019"	"75-84 years"	"75-84"	"Kentucky"	"21"	"Male"	"M"	30	95596	31.382
	"2019"	"2019"	"75-84 years"	"75-84"	"Louisiana"	"22"	"Male"	"M"	31	92206	33.620
